23.7,11.11,42.12,31.79,7.57,3.26,20.88,10.2,33.17,24.17,7.6,3.26,20.88,10.2,33.17,24.17,7.6,3.26
19.32,6.24,52.3,41.41,5.09,2.51,18.21,6.34,38.79,29.2,4.83,2.45,18.21,6.34,38.79,29.2,4.83,2.45
